Name,ID,number of warnings,Reason,Date (YYYY-MM-DD),Expiry - 60 / ∞ / ∅
Ark,800199024934256682,,School shooting joke,2022-02-16,
cKanye EastZ.,809586017786134558,,Random offtopic messages.,2022-02-16,
UNKNOWNUSER,914385353647996939,,Server advertising,2022-02-17,
qtae,827886730295115818,,NSFW in newhome,2022-02-17,
HellHeater,742508849776558212,,spam in undertale channel,2022-02-17,
Heinz_05,715568923914797157,,Harmful ship content,2022-02-18,
Heinz_05,715568923914797157,,Reaction spam in <#324642291044057099>.,2022-02-18,
would do anything for nitro,767164360249573396,,Server advertising,2022-02-18,
Crossbow9429,827186783799214152,,Derailing,2022-02-18,
Heinz_05,715568923914797157,,Memes about assisted suicide.,2022-02-18,
bread.,912057765072097281,,Everyone ping.,2022-02-18,
bread.,912057765072097281,,"Using unicode spam characters immediately after an admin told someone off for using unicode spam characters, stating ""I can type however the fuck I want.""",2022-02-18,
frazzelc,615584253492854804,,Talking back to a mod trying to enforce the rules.,2022-02-18,
Fresh Sans,865342550525345833,,spam,2022-02-19,
Not him,822632800363872309,,Everyone ping,2022-02-20,
shawtyb,842783293811982406,,spam,2022-02-20,
God Of Drip,765943456982892584,,copypasta spam,2022-02-21,
2k~sys,881142952926253088,,Repeated staff calls for offensive memes.,2022-02-22,
SahirTes,877105214375735296,,channel spam,2022-02-22,
uberoni,866047242997858324,,"Spam, tried to defend it as 'having a little fun'",2022-02-22,
fluffykitty,892260299665735720,,Picking fights and stirring arguments in <#506854523818475531>,2022-02-23,
forgottheshavercap,901551194672095252,,Pirated content in <#324642291044057099>,2022-02-23,
NightFreddyF12,526485258145628200,,prejudice meme,2022-02-23,
🖤Brook_BR🖤,835542340973363239,,suicide joke,2022-02-24,
sullioh,518443713265926152,,"Doomposting, sensitive topics in <#324642291044057099>",2022-02-24,
Pale Cornflower,730995398264750131,,Chanipost,2022-02-24,
Birdshh,943297908432838656,,"Obfuscating stupidity, trollish behavior.",2022-02-24,
zay,941476063161221170,,everyone ping attempt,2022-02-25,
Just-Matthew⭐,946747088371335278,,constant derails,2022-02-25,
Just-Matthew⭐,946747088371335278,,keeps derailing,2022-02-25,
Milesjustmiles,470024796437086219,,Posting random off topic nonsense after getting warned for posting random off topic nonsense,2022-02-25,
mr_me,830219409217814529,,Everyone ping,2022-02-25,
zoi,554872944359112715,,"Backtalking a moderator, deliberately saying things to elicit a negative response.",2022-02-26,
Nightshade,931749276273496064,,deliberate rule-breaking,2022-02-26,
Sankeisu,761269430768369666,,Usage of other artists' artwork without their permission,2022-02-28,
G-Man Half Life,947743399845437460,,Rape jokes on join,2022-02-28,
[Hyperlink blocked],912591818540077126,,third party client snooping,2022-02-28,
Snarlsthehuman,917589559892668488,,Implying somebody was grooming a child completely off the wall just because they said they loved a kid close to them.,2022-02-28,
I LOVE POLAND,941816980774723674,,disrupting a serious convo with a fucking spongebob picture,2022-03-01,
LucasTwocas,249591421462511616,,Straight up showed an image of their pirated FL Studio copy,2022-03-03,
Frizzlez243,913454611543752735,,Emote spam after being told not to do so,2022-03-05,
Grillby,517704988701491213,,Spam,2022-03-07,
Grillby,517704988701491213,,responding with a nonsense of a message at random after already being told not to do so,2022-03-08,
Grillby,517704988701491213,,not taking muted seriously,2022-03-08,
Guima,546029562161790991,,"Repeated bad-taste jokes about the Ukraine war, already rolebanned for it anf did it again.",2022-03-08,Permanent ∞
papyrus,860773242921549884,,Shared piracy tool,2022-03-12,
DripVader,750293794980757535,,jerk,2022-03-12,
J05HUA,903870134689607680,,Repeated backtalk to staff when asked not to post chain content.,2022-03-13,
Elder Raven,949847392470057051,,posting entire films,2022-03-14,
i have committed several crimes,824751996052439041,,spam,2022-03-14,
Mercedes-Benz SLR Mclaren 722,753618380996739172,,image spam,2022-03-14,
shit,932553985188053032,,Posting offtopic nonsense in <#506854523818475531>,2022-03-14,
shit,932553985188053032,,Refusing to take roleban for the above seriously.,2022-03-14,
Nerroxari,682626393946980558,,Everyone ping,2022-03-15,
CheeseOreo,903691727964098571,,Random emotes,2022-03-15,
Aksh_LOLBOIII12341,953165766952366131,,Everyone ping,2022-03-16,
Liam.M4453,944996512608444497,,spam,2022-03-17,
FlamezZestyChayZz13_o7,873304271091818517,,shitposting during a serious discussion,2022-03-18,
Erazer,909404762485690419,,Joking about eating someone’s pet and then throwing a hissy fit when told not to.,2022-03-18,
Erazer,909404762485690419,,Continued hissy fit in roleban.,2022-03-18,
FnafAddictSince2014,941957230008336384,,Broke several rules at once with their meme,2022-03-19,
Troller09,954792110664601620,,Joked about being underage,2022-03-19,
El acertijo =),888115968411320361,,Random posts and shitposts outside of <#324642291044057099>,2022-03-20,
garfield,814252516510138448,,spam,2022-03-20,
Cyberblunt,840615761974263808,,spam,2022-03-20,
F21037,710598617685164063,,incest joke,2022-03-20,
Tainted Neko Lost,895494512770682890,,Creepy/unsettling imagery in <#324642291044057099>,2022-03-21,
duk,866535491411247114,,Furry bait epilepsy post in <#324642291044057099>,2022-03-22,
duk,866535491411247114,,random reaction posting,2022-03-22,
le duckoe,866535491411247114,,chainpost,2022-03-24,
VortexBeater,789283484341764126,,Homophobic jokes/jokes about slave ownership,2022-03-26,
Lord Yoshi,817571909491359755,,Raised a stink about having to put a meme in trashcan instead of <#150690836349321217> on the grounds of 'Dream plays video games therefore memes about him belong in <#150690836349321217>!,2022-03-26,
Ayin,957733027688116304,,Joking about eating pets.,2022-03-27,
Plasma,956698441361260567,,"Apparently, following the rules is considered uncool.",2022-03-27,
AppleTheFruit,797416164728242196,,Posted a meme making light of beating children.,2022-03-28,
ezrah1234,958074755980869684,,"Spam, repeat offense",2022-03-28,
Dertermination,959257868425658388,,spam,2022-04-01,
LucasTwocas,249591421462511616,,spam,2022-04-01,
BR | Hagird Dwarf,699866656511361026,,spam,2022-04-01,
el shitto,881142952926253088,,spam,2022-04-01,
Atlas,74768773940256768,,do you think god stays in heaven because he too fears what he has created,2022-04-01,perma ∞
garfield,814252516510138448,,Constant NSFW jokes over a long stretch of time despite repeated staff intervention being told to stop.,2022-04-02,perma ∞
Anime4ever,959104520732942386,,"Got called out for posting random videos in <#120330239996854274>, told other dudes to do it instead.",2022-04-04,
orange juice,689540352025165827,,memes outside of trashcan,2022-04-04,
orange juice,689540352025165827,,same as last warning,2022-04-04,
breadcum,792727709096738837,,continuing a petty argument when asked to stop. In muted.,2022-04-04,
regulated,953744923922931752,,continuing a petty argument when asked to stop. In muted.,2022-04-04,
Razzperri,382231427531407361,,Being really rude making a whole big deal about some kid's beginner art to the point of even making a thread specifically to post it every day.,2022-04-05,
Keithbeepboop,823447570335924254,,Kept liveblogging Undertale in Newhome after being told to stop.,2022-04-06,
OniSann,954952414702755920,,"Emoji and text spam, plus sexually suggestive messages in Newhome.",2022-04-07,permanent ∞
OniSann,954952414702755920,,Repeated attitude while rolebanned.,2022-04-07,
OniSann,954952414702755920,,Asked for a third warning after receiving the last one.,2022-04-07,
KaydenCoolSwag,936109986847817820,,slur in meme,2022-04-07,
Ravenclaw_14🌠,543910014813863983,,Unsolicited here ping and advertising.,2022-04-09,
Egg-Toast,829281969102782534,,Repeatedly posted cropped NSFW in <#324642291044057099>.,2022-04-09,
pee,769985403029422120,,Failed everyone pings on a dare,2022-04-10,
Rurima,397865065690169346,,Deliberately broke a rule after being told not to by staff.,2022-04-11,permanent ∞
Impersonation,762379747085778967,,Random meme ,2022-04-12,
Frizzlez243,913454611543752735,,please stop freaking out over the fact you got rolebanned my god,2022-04-13,
miigelsツ,697021546903896086,,kept posting random vids in <#120330239996854274>,2022-04-16,
Yellow Experiences,963171989659455528,,NSFW (Aheago bait meme) in <#324642291044057099>,2022-04-16,
jasonn ;),921977943419420672,,"Was told to not post 9/11 jokes, basically told me I was a party pooper for it",2022-04-19,
jasonn ;),921977943419420672,,Spam,2022-04-23,
troll boy,954773642418483240,,Ñ spam on purpose knowing it was against the rules. ,2022-04-23,
Dengu_26,731115800437587979,,everyone ping attempt,2022-04-23,
fard,681043701610315820,,Roleplaying,2022-04-24,
fard,681043701610315820,,Threatened to put MY OWN messages up as an NFT,2022-04-25,
fard,681043701610315820,,Ableist slur in response to being shown their warnings,2022-04-25,
「•⧫☜⍓⌘☜⧫•」,858962490193084426,,Changed their name back to an unreadable name. Rule 6 violation.,2022-04-26,
cem D...,948596445903192156,,RP in newhome even after being told to stop.,2022-04-27,
cem D...,948596445903192156,,Continuing above.,2022-04-27,
fridge,559077900473598004,,"Casual misogyny and incel-like behaviors, followed it up with a /j and then once tossed his first message was literally 'but i put a /j at the end'",2022-04-29,
breadcum,792727709096738837,,Continuing to talk about NSFW animal facts after being told to stop.,2022-05-04,
accout343,836563480173215800,,"Using International Women's Day to be misogynistic and complain about the fact that men are more oppressed or whatever, and then completely missing the point once explained and further missing the point in roleban.",2022-05-08,
SupersonicmichaelYT,701290876793651301,,Talking about his dick size in newhome,2022-05-15,
Pastry,854501615817719879,,Descriptive and disgusting jokes about eating peoples pets.,2022-05-17,
merryxmaslollolol,964918378844278875,,Advertising because they took a joke too seriously,2022-05-17,
fluffykitty,892260299665735720,,Continued and defiant shitposts outside of trashcan,2022-05-17,
fluffykitty,892260299665735720,,Passive aggressive B.S after being tossed.,2022-05-19,
Danny5357,205146120840544256,,Distribution of pirated movies,2022-05-22,
zip,547215563613667348,,Distribution of pirated movies,2022-05-22,
Underdog,896117506689892373,,unbanned member,2022-05-23,permanent ∞
kapitan bomba,924409765390606428,,spamming empty messages in gaming-2,2022-05-24,
Aloteran,721892265311862845,,Random memes outside of <#324642291044057099>,2022-05-24,
Call me Griev Goodman,769651863057989673,,continued NSFW talk,2022-05-25,
Blueberry,841019574492463185,,Continuing to RP after being told not to.,2022-05-26,
ءchari,968828188321013780,,"Got automodded against 'dead chat' spam, decided to say it again anyway.",2022-05-26,
jank,925772029028868107,,everyone ping attempt,2022-05-27,
tommyy,463664170542432266,,Jokes about eating pets.,2022-05-27,
breadcum,792727709096738837,,talking back after being told not to spam emojis,2022-05-27,
Ei,945044282832724009,,Dead Chat vapidposting,2022-05-29,
White Quandale Dingle,705609165225197629,,Dead Chat spam,2022-05-31,
kilishuman,767779363512909827,,Earrape video without warning as an out of context meme in newhome.,2022-06-01,
Dhyrbfyty,869099696629645312,,Participating in a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
PeaKanin,558181827924328449,,Participating in a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
Nathan177,626375329333903361,,Participating in a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
Frog_Maya,957128690918129674,,Participating in a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
mtvaboi,973737605202075658,,Participating in a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
cringy af raccoon,796998159292563477,,Creating a thread promoting pedophilic/incestual Undertale ships.,2022-06-01,
chrisflake,650820910986559507,,Telling someone to 'use them all on themself' after a user said they had an amount of bullets left. (Encouraging suicide).,2022-06-01,
carlos.,835166613585002526,,"Tried to avoid automod, dead chat nonsense",2022-06-03,
BR | Hagird Dwarf,699866656511361026,,"Under 18 continually discussing awful NSFW things that they wrote about themselves and details, even after being told to STOP.",2022-06-03,
based,973328602135396382,,Vapidposting,2022-06-03,
Aloteran,721892265311862845,,Using 'gay' as an insult,2022-06-04,
Quandale Quantavious Dingle I,798732626369314887,,Used 'gay' as an insult in regards to having to restart Undertale,2022-06-05,
argo,587739743668928525,,Proceeded to ask for thigh pics as a joke to a staff member after the same staff member told them off for doing that repeatedly to other users.,2022-06-06,
Clareance,983440676794544138,,Shitposting randomly outside of <#324642291044057099>,2022-06-07,
Spamton,983440676794544138,,spam,2022-06-07,
Yøhanna (´ω`),801627416741019700,,"Got automodded for dead chat, tried to say it again anyway.",2022-06-07,
it fr be like that yo,659992316081078272,,Defiance to the rules.,2022-06-09,
AMOGUS,963566753240203284,,Spam,2022-06-09,
Megarco,715175645235380294,,Using a thread to circumvent trashcan slowmode.,2022-06-09,
w.t.w,796998159292563477,,Memes with actual dead bodies in them.,2022-06-09,
|shin\e,781374483625148507,,posting random media in <#506854523818475531> despite being told to stop doing it,2022-06-10,
deg,924753712788947024,,Suicide talks in <#120330239996854274>,2022-06-10,
DragoncrXst,873042586703654973,,Posting the same image multiple times in <#324642291044057099>,2022-06-11,
EVERYBODY'S METAMORPHOSIS,980129004872945805,,Posting the same image multiple times in <#324642291044057099>,2022-06-11,
DragoncrXst,873042586703654973,,Told other users to look up very extreme porn,2022-06-11,
Aloteran,721892265311862845,,Jokingly asked a minor to send them AI-generated NSFW,2022-06-12,
Deezer,982481567341502495,,"angry response baiting (or something of similar note), already been told of for it once",2022-06-13,
shadyyyyyyyyy,829853288354676756,,Random nonsense posts.,2022-06-14,
YJW,978146540734545971,,Memes in <#120330239996854274>,2022-06-14,
shadyyyyyyyyy,829853288354676756,,Spam,2022-06-14,
Санс,928009425556484126,,Spam thread in <#969756986319183923>,2022-06-15,
tommy.,463664170542432266,,Clearly trying to stir up some kind of drama here.,2022-06-15,
